filename,category,fold,recording_id
Natural ambient noise/85__E__1L_seg4.wav,Natural ambient noise,4,85__E__1L
Natural ambient noise/85__E__1L_seg5.wav,Natural ambient noise,5,85__E__1L
Natural ambient noise/85__E__1L_seg6.wav,Natural ambient noise,1,85__E__1L
Natural ambient noise/85__E__1L_seg7.wav,Natural ambient noise,2,85__E__1L
Natural ambient noise/85__E__1L_seg8.wav,Natural ambient noise,3,85__E__1L
Natural ambient noise/85__E__1L_seg9.wav,Natural ambient noise,4,85__E__1L
Natural ambient noise/85__E__1L_seg10.wav,Natural ambient noise,5,85__E__1L
Natural ambient noise/85__E__1L_seg11.wav,Natural ambient noise,1,85__E__1L
Natural ambient noise/85__E__1L_seg12.wav,Natural ambient noise,2,85__E__1L
Natural ambient noise/85__E__1L_seg13.wav,Natural ambient noise,3,85__E__1L
Natural ambient noise/85__E__1L_seg14.wav,Natural ambient noise,4,85__E__1L
Natural ambient noise/85__E__1L_seg15.wav,Natural ambient noise,5,85__E__1L
Natural ambient noise/85__E__1L_seg16.wav,Natural ambient noise,1,85__E__1L
Natural ambient noise/85__E__1L_seg17.wav,Natural ambient noise,2,85__E__1L
Natural ambient noise/86__E__2M_seg1.wav,Natural ambient noise,1,86__E__2M
Natural ambient noise/86__E__2M_seg2.wav,Natural ambient noise,2,86__E__2M
Natural ambient noise/86__E__2M_seg3.wav,Natural ambient noise,3,86__E__2M
Natural ambient noise/86__E__2M_seg4.wav,Natural ambient noise,4,86__E__2M
Natural ambient noise/86__E__2M_seg5.wav,Natural ambient noise,5,86__E__2M
Natural ambient noise/86__E__2M_seg6.wav,Natural ambient noise,1,86__E__2M
Natural ambient noise/86__E__2M_seg7.wav,Natural ambient noise,2,86__E__2M
Natural ambient noise/86__E__2M_seg8.wav,Natural ambient noise,3,86__E__2M
Natural ambient noise/86__E__2M_seg9.wav,Natural ambient noise,4,86__E__2M
Natural ambient noise/86__E__2M_seg10.wav,Natural ambient noise,5,86__E__2M
Natural ambient noise/86__E__2M_seg11.wav,Natural ambient noise,1,86__E__2M
Natural ambient noise/86__E__2M_seg12.wav,Natural ambient noise,2,86__E__2M
Natural ambient noise/86__E__2M_seg13.wav,Natural ambient noise,3,86__E__2M
Natural ambient noise/86__E__2M_seg14.wav,Natural ambient noise,4,86__E__2M
Natural ambient noise/86__E__2M_seg15.wav,Natural ambient noise,5,86__E__2M
Natural ambient noise/86__E__2M_seg16.wav,Natural ambient noise,1,86__E__2M
Natural ambient noise/86__E__2M_seg17.wav,Natural ambient noise,2,86__E__2M
Natural ambient noise/86__E__2M_seg18.wav,Natural ambient noise,3,86__E__2M
Natural ambient noise/86__E__2M_seg19.wav,Natural ambient noise,4,86__E__2M
Natural ambient noise/87__E__3H_seg1.wav,Natural ambient noise,1,87__E__3H
Natural ambient noise/87__E__3H_seg2.wav,Natural ambient noise,2,87__E__3H
Natural ambient noise/87__E__3H_seg3.wav,Natural ambient noise,3,87__E__3H
Natural ambient noise/87__E__3H_seg4.wav,Natural ambient noise,4,87__E__3H
Natural ambient noise/87__E__3H_seg5.wav,Natural ambient noise,5,87__E__3H
Natural ambient noise/87__E__3H_seg6.wav,Natural ambient noise,1,87__E__3H
Natural ambient noise/87__E__3H_seg7.wav,Natural ambient noise,2,87__E__3H
Natural ambient noise/87__E__3H_seg8.wav,Natural ambient noise,3,87__E__3H
Natural ambient noise/87__E__3H_seg9.wav,Natural ambient noise,4,87__E__3H
Natural ambient noise/87__E__3H_seg10.wav,Natural ambient noise,5,87__E__3H
Natural ambient noise/87__E__3H_seg11.wav,Natural ambient noise,1,87__E__3H
Natural ambient noise/87__E__3H_seg12.wav,Natural ambient noise,2,87__E__3H
Natural ambient noise/87__E__3H_seg13.wav,Natural ambient noise,3,87__E__3H
Natural ambient noise/87__E__3H_seg14.wav,Natural ambient noise,4,87__E__3H
Natural ambient noise/87__E__3H_seg15.wav,Natural ambient noise,5,87__E__3H
Natural ambient noise/87__E__3H_seg16.wav,Natural ambient noise,1,87__E__3H
Natural ambient noise/87__E__3H_seg17.wav,Natural ambient noise,2,87__E__3H
Natural ambient noise/87__E__3H_seg18.wav,Natural ambient noise,3,87__E__3H
Natural ambient noise/87__E__3H_seg19.wav,Natural ambient noise,4,87__E__3H
Natural ambient noise/88__E__4L_seg1.wav,Natural ambient noise,1,88__E__4L
Natural ambient noise/88__E__4L_seg2.wav,Natural ambient noise,2,88__E__4L
Natural ambient noise/88__E__4L_seg3.wav,Natural ambient noise,3,88__E__4L
Natural ambient noise/88__E__4L_seg4.wav,Natural ambient noise,4,88__E__4L
Natural ambient noise/88__E__4L_seg5.wav,Natural ambient noise,5,88__E__4L
Natural ambient noise/88__E__4L_seg6.wav,Natural ambient noise,1,88__E__4L
Natural ambient noise/88__E__4L_seg7.wav,Natural ambient noise,2,88__E__4L
Natural ambient noise/88__E__4L_seg8.wav,Natural ambient noise,3,88__E__4L
Natural ambient noise/88__E__4L_seg9.wav,Natural ambient noise,4,88__E__4L
Natural ambient noise/88__E__4L_seg10.wav,Natural ambient noise,5,88__E__4L
Natural ambient noise/88__E__4L_seg11.wav,Natural ambient noise,1,88__E__4L
Natural ambient noise/88__E__4L_seg12.wav,Natural ambient noise,2,88__E__4L
Natural ambient noise/88__E__4L_seg13.wav,Natural ambient noise,3,88__E__4L
Natural ambient noise/88__E__4L_seg14.wav,Natural ambient noise,4,88__E__4L
Natural ambient noise/88__E__4L_seg15.wav,Natural ambient noise,5,88__E__4L
Natural ambient noise/88__E__4L_seg16.wav,Natural ambient noise,1,88__E__4L
Natural ambient noise/88__E__4L_seg17.wav,Natural ambient noise,2,88__E__4L
Natural ambient noise/88__E__4L_seg18.wav,Natural ambient noise,3,88__E__4L
Natural ambient noise/89__E__5M_seg1.wav,Natural ambient noise,1,89__E__5M
Natural ambient noise/89__E__5M_seg2.wav,Natural ambient noise,2,89__E__5M
Natural ambient noise/89__E__5M_seg3.wav,Natural ambient noise,3,89__E__5M
Natural ambient noise/89__E__5M_seg4.wav,Natural ambient noise,4,89__E__5M
Natural ambient noise/89__E__5M_seg5.wav,Natural ambient noise,5,89__E__5M
Natural ambient noise/89__E__5M_seg6.wav,Natural ambient noise,1,89__E__5M
Natural ambient noise/89__E__5M_seg7.wav,Natural ambient noise,2,89__E__5M
Natural ambient noise/89__E__5M_seg8.wav,Natural ambient noise,3,89__E__5M
Natural ambient noise/89__E__5M_seg9.wav,Natural ambient noise,4,89__E__5M
Natural ambient noise/89__E__5M_seg10.wav,Natural ambient noise,5,89__E__5M
Natural ambient noise/89__E__5M_seg11.wav,Natural ambient noise,1,89__E__5M
Natural ambient noise/89__E__5M_seg12.wav,Natural ambient noise,2,89__E__5M
Natural ambient noise/89__E__5M_seg13.wav,Natural ambient noise,3,89__E__5M
Natural ambient noise/89__E__5M_seg14.wav,Natural ambient noise,4,89__E__5M
Natural ambient noise/89__E__5M_seg15.wav,Natural ambient noise,5,89__E__5M
Natural ambient noise/89__E__5M_seg16.wav,Natural ambient noise,1,89__E__5M
Natural ambient noise/89__E__5M_seg17.wav,Natural ambient noise,2,89__E__5M
Natural ambient noise/89__E__5M_seg18.wav,Natural ambient noise,3,89__E__5M
Natural ambient noise/90__E__6H_seg1.wav,Natural ambient noise,1,90__E__6H
Natural ambient noise/90__E__6H_seg2.wav,Natural ambient noise,2,90__E__6H
Natural ambient noise/90__E__6H_seg3.wav,Natural ambient noise,3,90__E__6H
Natural ambient noise/90__E__6H_seg4.wav,Natural ambient noise,4,90__E__6H
Natural ambient noise/90__E__6H_seg5.wav,Natural ambient noise,5,90__E__6H
Natural ambient noise/90__E__6H_seg6.wav,Natural ambient noise,1,90__E__6H
Natural ambient noise/90__E__6H_seg7.wav,Natural ambient noise,2,90__E__6H
Natural ambient noise/90__E__6H_seg8.wav,Natural ambient noise,3,90__E__6H
Natural ambient noise/90__E__6H_seg9.wav,Natural ambient noise,4,90__E__6H
Natural ambient noise/90__E__6H_seg10.wav,Natural ambient noise,5,90__E__6H
Natural ambient noise/90__E__6H_seg11.wav,Natural ambient noise,1,90__E__6H
Natural ambient noise/90__E__6H_seg12.wav,Natural ambient noise,2,90__E__6H
Natural ambient noise/90__E__6H_seg13.wav,Natural ambient noise,3,90__E__6H
Natural ambient noise/90__E__6H_seg14.wav,Natural ambient noise,4,90__E__6H
Natural ambient noise/90__E__6H_seg15.wav,Natural ambient noise,5,90__E__6H
Natural ambient noise/90__E__6H_seg16.wav,Natural ambient noise,1,90__E__6H
Natural ambient noise/90__E__6H_seg17.wav,Natural ambient noise,2,90__E__6H
Natural ambient noise/90__E__6H_seg18.wav,Natural ambient noise,3,90__E__6H
Natural ambient noise/91__E__7H_N_seg1.wav,Natural ambient noise,1,91__E__7H_N
Natural ambient noise/91__E__7H_N_seg2.wav,Natural ambient noise,2,91__E__7H_N
Natural ambient noise/91__E__7H_N_seg3.wav,Natural ambient noise,3,91__E__7H_N
Natural ambient noise/91__E__7H_N_seg4.wav,Natural ambient noise,4,91__E__7H_N
Natural ambient noise/91__E__7H_N_seg5.wav,Natural ambient noise,5,91__E__7H_N
Natural ambient noise/91__E__7H_N_seg6.wav,Natural ambient noise,1,91__E__7H_N
Natural ambient noise/92__E__8H_N_seg1.wav,Natural ambient noise,1,92__E__8H_N
Natural ambient noise/92__E__8H_N_seg2.wav,Natural ambient noise,2,92__E__8H_N
Natural ambient noise/92__E__8H_N_seg3.wav,Natural ambient noise,3,92__E__8H_N
Natural ambient noise/92__E__8H_N_seg4.wav,Natural ambient noise,4,92__E__8H_N
Natural ambient noise/92__E__8H_N_seg5.wav,Natural ambient noise,5,92__E__8H_N
Natural ambient noise/92__E__8H_N_seg6.wav,Natural ambient noise,1,92__E__8H_N
Natural ambient noise/92__E__8H_N_seg7.wav,Natural ambient noise,2,92__E__8H_N
Natural ambient noise/92__E__8H_N_seg8.wav,Natural ambient noise,3,92__E__8H_N
Natural ambient noise/92__E__8H_N_seg9.wav,Natural ambient noise,4,92__E__8H_N
Natural ambient noise/92__E__8H_N_seg10.wav,Natural ambient noise,5,92__E__8H_N
Natural ambient noise/92__E__8H_N_seg11.wav,Natural ambient noise,1,92__E__8H_N
Natural ambient noise/92__E__8H_N_seg12.wav,Natural ambient noise,2,92__E__8H_N
Natural ambient noise/92__E__8H_N_seg13.wav,Natural ambient noise,3,92__E__8H_N
Trawler/28__19_07_13_NuevoRiaAldan_seg1.wav,Trawler,1,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg2.wav,Trawler,2,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg3.wav,Trawler,3,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg4.wav,Trawler,4,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg5.wav,Trawler,5,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg6.wav,Trawler,1,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg7.wav,Trawler,2,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg8.wav,Trawler,3,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg9.wav,Trawler,4,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg10.wav,Trawler,5,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg11.wav,Trawler,1,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg12.wav,Trawler,2,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg13.wav,Trawler,3,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg14.wav,Trawler,4,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg15.wav,Trawler,5,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg16.wav,Trawler,1,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg17.wav,Trawler,2,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg18.wav,Trawler,3,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg19.wav,Trawler,4,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg20.wav,Trawler,5,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg21.wav,Trawler,1,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg22.wav,Trawler,2,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg23.wav,Trawler,3,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg24.wav,Trawler,4,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg25.wav,Trawler,5,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg26.wav,Trawler,1,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg27.wav,Trawler,2,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg28.wav,Trawler,3,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg29.wav,Trawler,4,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg30.wav,Trawler,5,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg31.wav,Trawler,1,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg32.wav,Trawler,2,28__19_07_13_NuevoRiaAldan
Tugboat/15__10_07_13_radaUno_Pasa_seg1.wav,Tugboat,1,15__10_07_13_radaUno_Pasa
Tugboat/15__10_07_13_radaUno_Pasa_seg2.wav,Tugboat,2,15__10_07_13_radaUno_Pasa
Tugboat/15__10_07_13_radaUno_Pasa_seg3.wav,Tugboat,3,15__10_07_13_radaUno_Pasa
Tugboat/15__10_07_13_radaUno_Pasa_seg4.wav,Tugboat,4,15__10_07_13_radaUno_Pasa
Tugboat/15__10_07_13_radaUno_Pasa_seg5.wav,Tugboat,5,15__10_07_13_radaUno_Pasa
Tugboat/15__10_07_13_radaUno_Pasa_seg6.wav,Tugboat,1,15__10_07_13_radaUno_Pasa
Tugboat/15__10_07_13_radaUno_Pasa_seg7.wav,Tugboat,2,15__10_07_13_radaUno_Pasa
Tugboat/15__10_07_13_radaUno_Pasa_seg8.wav,Tugboat,3,15__10_07_13_radaUno_Pasa
Tugboat/15__10_07_13_radaUno_Pasa_seg9.wav,Tugboat,4,15__10_07_13_radaUno_Pasa
Tugboat/15__10_07_13_radaUno_Pasa_seg10.wav,Tugboat,5,15__10_07_13_radaUno_Pasa
Tugboat/15__10_07_13_radaUno_Pasa_seg11.wav,Tugboat,1,15__10_07_13_radaUno_Pasa
Tugboat/15__10_07_13_radaUno_Pasa_seg12.wav,Tugboat,2,15__10_07_13_radaUno_Pasa
Tugboat/15__10_07_13_radaUno_Pasa_seg13.wav,Tugboat,3,15__10_07_13_radaUno_Pasa
Tugboat/15__10_07_13_radaUno_Pasa_seg14.wav,Tugboat,4,15__10_07_13_radaUno_Pasa
Tugboat/15__10_07_13_radaUno_Pasa_seg15.wav,Tugboat,5,15__10_07_13_radaUno_Pasa
Tugboat/15__10_07_13_radaUno_Pasa_seg16.wav,Tugboat,1,15__10_07_13_radaUno_Pasa
Tugboat/15__10_07_13_radaUno_Pasa_seg17.wav,Tugboat,2,15__10_07_13_radaUno_Pasa
Tugboat/15__10_07_13_radaUno_Pasa_seg18.wav,Tugboat,3,15__10_07_13_radaUno_Pasa
Tugboat/15__10_07_13_radaUno_Pasa_seg19.wav,Tugboat,4,15__10_07_13_radaUno_Pasa
Tugboat/15__10_07_13_radaUno_Pasa_seg20.wav,Tugboat,5,15__10_07_13_radaUno_Pasa
Tugboat/15__10_07_13_radaUno_Pasa_seg21.wav,Tugboat,1,15__10_07_13_radaUno_Pasa
Tugboat/15__10_07_13_radaUno_Pasa_seg22.wav,Tugboat,2,15__10_07_13_radaUno_Pasa
Tugboat/15__10_07_13_radaUno_Pasa_seg23.wav,Tugboat,3,15__10_07_13_radaUno_Pasa
Tugboat/15__10_07_13_radaUno_Pasa_seg24.wav,Tugboat,4,15__10_07_13_radaUno_Pasa
Tugboat/15__10_07_13_radaUno_Pasa_seg25.wav,Tugboat,5,15__10_07_13_radaUno_Pasa
Tugboat/15__10_07_13_radaUno_Pasa_seg26.wav,Tugboat,1,15__10_07_13_radaUno_Pasa
Tugboat/15__10_07_13_radaUno_Pasa_seg27.wav,Tugboat,2,15__10_07_13_radaUno_Pasa
Tugboat/15__10_07_13_radaUno_Pasa_seg28.wav,Tugboat,3,15__10_07_13_radaUno_Pasa
Tugboat/31__19_07_13_RemolcadorArrancaPara_seg1.wav,Tugboat,1,31__19_07_13_RemolcadorArrancaPara
Tugboat/31__19_07_13_RemolcadorArrancaPara_seg2.wav,Tugboat,2,31__19_07_13_RemolcadorArrancaPara
Tugboat/31__19_07_13_RemolcadorArrancaPara_seg3.wav,Tugboat,3,31__19_07_13_RemolcadorArrancaPara
Tugboat/31__19_07_13_RemolcadorArrancaPara_seg4.wav,Tugboat,4,31__19_07_13_RemolcadorArrancaPara
Tugboat/31__19_07_13_RemolcadorArrancaPara_seg5.wav,Tugboat,5,31__19_07_13_RemolcadorArrancaPara
Tugboat/31__19_07_13_RemolcadorArrancaPara_seg6.wav,Tugboat,1,31__19_07_13_RemolcadorArrancaPara
Tugboat/31__19_07_13_RemolcadorArrancaPara_seg7.wav,Tugboat,2,31__19_07_13_RemolcadorArrancaPara
Tugboat/31__19_07_13_RemolcadorArrancaPara_seg8.wav,Tugboat,3,31__19_07_13_RemolcadorArrancaPara
Tugboat/31__19_07_13_RemolcadorArrancaPara_seg9.wav,Tugboat,4,31__19_07_13_RemolcadorArrancaPara
Tugboat/31__19_07_13_RemolcadorArrancaPara_seg10.wav,Tugboat,5,31__19_07_13_RemolcadorArrancaPara
Tugboat/31__19_07_13_RemolcadorArrancaPara_seg11.wav,Tugboat,1,31__19_07_13_RemolcadorArrancaPara
Tugboat/31__19_07_13_RemolcadorArrancaPara_seg12.wav,Tugboat,2,31__19_07_13_RemolcadorArrancaPara
